seed,irrev_sit_count,ablated_sit_count,delta_sit_count,irrev_mean_Ct,ablated_mean_Ct,delta_mean_Ct,irrev_normal_ticks,ablated_normal_ticks,delta_normal_ticks,irrev_alpha_final,ablated_alpha_final,delta_alpha_final,irrev_alpha_slope,ablated_alpha_slope,delta_alpha_slope
71,0.0,0.0,0.0,0.578843137254902,0.5802238562091503,-0.0013807189542482945,59.0,59.0,0.0,0.8708,0.8708,0.0,0.3050700000000002,0.3050700000000002,0.0
72,0.0,0.0,0.0,0.5805565359477125,0.5820928104575164,-0.00153627450980387,60.0,60.0,0.0,0.5516,0.5516,0.0,0.07347666666666675,0.07347666666666675,0.0
73,0.0,0.0,0.0,0.5750915032679739,0.5762964052287582,-0.001204901960784377,60.0,60.0,0.0,0.8985,0.8985,0.0,0.3327700000000001,0.3327700000000001,0.0
74,0.0,0.0,0.0,0.5750915032679739,0.5762964052287582,-0.001204901960784377,60.0,60.0,0.0,0.9031,0.9031,0.0,0.33921333333333326,0.33921333333333326,0.0
75,0.0,0.0,0.0,0.5728790849673203,0.5756761437908496,-0.0027970588235293192,60.0,60.0,0.0,0.5691,0.5691,0.0,0.09586666666666666,0.09586666666666666,0.0
76,0.0,0.0,0.0,0.5767947712418303,0.5781754901960786,-0.0013807189542482945,60.0,60.0,0.0,0.8941,0.8941,0.0,0.32837000000000016,0.32837000000000016,0.0
77,0.0,0.0,0.0,0.5754277777777778,0.5766326797385622,-0.001204901960784488,60.0,60.0,0.0,0.9059,0.9059,0.0,0.33953333333333324,0.33953333333333324,0.0
78,0.0,0.0,0.0,0.5750915032679739,0.5762964052287582,-0.001204901960784377,60.0,60.0,0.0,0.9098,0.9098,0.0,0.34343333333333337,0.34343333333333337,0.0
79,0.0,0.0,0.0,0.5751944444444445,0.5763993464052288,-0.001204901960784377,60.0,60.0,0.0,0.8668,0.8668,0.0,0.30107000000000017,0.30107000000000017,0.0
80,0.0,0.0,0.0,0.5755339869281048,0.576738888888889,-0.001204901960784266,60.0,60.0,0.0,0.8926,0.8926,0.0,0.3268700000000001,0.3268700000000001,0.0
81,0.0,0.0,0.0,0.5774745098039217,0.5790107843137255,-0.00153627450980387,59.0,59.0,0.0,0.5486,0.5486,0.0,0.07489000000000001,0.07489000000000001,0.0
82,0.0,0.0,0.0,0.5749794117647059,0.5765156862745099,-0.001536274509803981,59.0,59.0,0.0,0.5578,0.5578,0.0,0.08456666666666668,0.08456666666666668,0.0
83,0.0,0.0,0.0,0.5714232026143792,0.572959477124183,-0.00153627450980387,60.0,60.0,0.0,0.561,0.561,0.0,0.08777999999999986,0.08777999999999986,0.0
84,0.0,0.0,0.0,0.5731604575163399,0.5759575163398694,-0.0027970588235294302,60.0,60.0,0.0,0.5656,0.5656,0.0,0.0923666666666666,0.0923666666666666,0.0
85,0.0,0.0,0.0,0.5728790849673203,0.5756761437908496,-0.0027970588235293192,60.0,60.0,0.0,0.5691,0.5691,0.0,0.09586666666666666,0.09586666666666666,0.0
86,0.0,0.0,0.0,0.5758143790849675,0.5770192810457517,-0.001204901960784266,60.0,60.0,0.0,0.8604,0.8604,0.0,0.2946700000000001,0.2946700000000001,0.0
87,0.0,0.0,0.0,0.5717232026143791,0.5734055555555557,-0.0016823529411765792,59.0,59.0,0.0,0.5468,0.5468,0.0,0.07356666666666678,0.07356666666666678,0.0
88,0.0,0.0,0.0,0.5809372549019608,0.5821421568627451,-0.001204901960784266,60.0,60.0,0.0,0.5543,0.5543,0.0,0.06841666666666674,0.06841666666666674,0.0
89,0.0,0.0,0.0,0.5720369281045753,0.5737192810457518,-0.0016823529411764682,59.0,59.0,0.0,0.5385,0.5385,0.0,0.06480333333333338,0.06480333333333338,0.0
90,0.0,0.0,0.0,0.5719663398692811,0.573502614379085,-0.00153627450980387,60.0,60.0,0.0,0.5552,0.5552,0.0,0.08021666666666671,0.08021666666666671,0.0
91,0.0,0.0,0.0,0.5720787581699347,0.5737611111111112,-0.0016823529411764682,59.0,59.0,0.0,0.5439,0.5439,0.0,0.07066666666666666,0.07066666666666666,0.0
92,0.0,0.0,0.0,0.5686120915032681,0.571862091503268,-0.003249999999999975,60.0,60.0,0.0,0.8787,0.8787,0.0,0.3180233333333333,0.3180233333333333,0.0
93,0.0,0.0,0.0,0.580174183006536,0.58171045751634,-0.001536274509803981,60.0,60.0,0.0,0.5652,0.5652,0.0,0.07933000000000007,0.07933000000000007,0.0
94,0.0,0.0,0.0,0.5763866013071897,0.5777673202614381,-0.0013807189542484055,60.0,60.0,0.0,0.9113,0.9113,0.0,0.3449333333333332,0.3449333333333332,0.0
95,0.0,0.0,0.0,0.578843137254902,0.5802238562091503,-0.0013807189542482945,59.0,59.0,0.0,0.8708,0.8708,0.0,0.3050700000000002,0.3050700000000002,0.0
96,0.0,0.0,0.0,0.5751944444444445,0.5763993464052288,-0.001204901960784377,60.0,60.0,0.0,0.8668,0.8668,0.0,0.30107000000000017,0.30107000000000017,0.0
97,0.0,0.0,0.0,0.5683261437908499,0.5715761437908498,-0.003249999999999864,60.0,60.0,0.0,0.8778,0.8778,0.0,0.3120700000000002,0.3120700000000002,0.0
98,0.0,0.0,0.0,0.578843137254902,0.5802238562091503,-0.0013807189542482945,59.0,59.0,0.0,0.8708,0.8708,0.0,0.3050700000000002,0.3050700000000002,0.0
