seed,irrev_sit_count,ablated_sit_count,delta_sit_count,irrev_mean_Ct,ablated_mean_Ct,delta_mean_Ct,irrev_normal_ticks,ablated_normal_ticks,delta_normal_ticks,irrev_alpha_final,ablated_alpha_final,delta_alpha_final,irrev_alpha_slope,ablated_alpha_slope,delta_alpha_slope
84,0.0,0.0,0.0,0.5661454248366014,0.625275816993464,-0.059130392156862666,60.0,56.0,4.0,0.8668,0.8667,9.999999999998899e-05,0.30107000000000017,0.30097000000000007,0.00010000000000010001
85,0.0,0.0,0.0,0.5696375816993464,0.6278555555555555,-0.05821797385620908,59.0,56.0,3.0,0.8704,0.8835,-0.0131,0.2965466666666666,0.30964666666666685,-0.013100000000000223
86,0.0,0.0,0.0,0.5667653594771241,0.6258957516339869,-0.05913039215686278,60.0,56.0,4.0,0.8604,0.8603,0.00010000000000010001,0.2946700000000001,0.2945700000000001,9.999999999998899e-05
87,0.0,0.0,0.0,0.569390522875817,0.6292166666666666,-0.059826143790849606,59.0,55.0,4.0,0.8675,0.8673,0.000200000000000089,0.29364666666666683,0.29344666666666663,0.00020000000000020002
88,0.0,0.0,0.0,0.5653849673202614,0.6246686274509803,-0.05928366013071884,60.0,56.0,4.0,0.8769,0.8768,9.999999999998899e-05,0.30110666666666674,0.30100666666666676,9.999999999998899e-05
89,0.0,0.0,0.0,0.5657303921568626,0.6248967320261438,-0.059166339869281215,60.0,56.0,4.0,0.9029,0.9027,0.000200000000000089,0.3300400000000001,0.32984000000000024,0.00019999999999986695
90,0.0,0.0,0.0,0.5665800653594771,0.6278555555555555,-0.061275490196078364,60.0,56.0,4.0,0.8583,0.8835,-0.0252,0.2844466666666665,0.30964666666666685,-0.025200000000000333
91,0.0,0.0,0.0,0.5660689542483659,0.6278555555555555,-0.061786601307189604,60.0,56.0,4.0,0.8592,0.8835,-0.02429999999999999,0.28534666666666664,0.30964666666666685,-0.02430000000000021
92,0.0,0.0,0.0,0.5699794117647059,0.6284993464052288,-0.05851993464052285,59.0,56.0,3.0,0.8657,0.8764,-0.010699999999999932,0.2918466666666667,0.30254666666666674,-0.010700000000000043
93,0.0,0.0,0.0,0.5709692810457516,0.6297686274509803,-0.05879934640522866,59.0,57.0,2.0,0.5652,0.5711,-0.005900000000000016,0.07933000000000007,0.08522999999999997,-0.005899999999999905
94,0.0,0.0,0.0,0.5623522875816993,0.630130065359477,-0.06777777777777771,59.0,57.0,2.0,0.5484,0.557,-0.008600000000000052,0.07341666666666669,0.08201666666666663,-0.008599999999999941
95,0.0,0.0,0.0,0.5665290849673202,0.6269140522875816,-0.06038496732026133,59.0,55.0,4.0,0.5823,0.5822,9.999999999998899e-05,0.08650666666666662,0.08640666666666674,9.999999999987796e-05
96,0.0,0.0,0.0,0.5699794117647059,0.6284993464052288,-0.05851993464052285,59.0,56.0,3.0,0.8657,0.8764,-0.010699999999999932,0.2918466666666667,0.30254666666666674,-0.010700000000000043
97,0.0,0.0,0.0,0.5663686274509804,0.6255349673202614,-0.05916633986928099,60.0,56.0,4.0,0.8902,0.89,0.00019999999999997797,0.31634666666666655,0.3161466666666667,0.00019999999999986695
98,0.0,0.0,0.0,0.5696375816993464,0.6278555555555555,-0.05821797385620908,59.0,56.0,3.0,0.8704,0.8835,-0.0131,0.2965466666666666,0.30964666666666685,-0.013100000000000223
99,0.0,0.0,0.0,0.5696375816993464,0.6278555555555555,-0.05821797385620908,59.0,56.0,3.0,0.8704,0.8835,-0.0131,0.2965466666666666,0.30964666666666685,-0.013100000000000223
100,0.0,0.0,0.0,0.5675604575163398,0.6256486928104575,-0.058088235294117774,60.0,56.0,4.0,0.8784,0.8868,-0.008400000000000074,0.30454666666666663,0.3129466666666667,-0.008400000000000074
101,0.0,0.0,0.0,0.5715725490196079,0.6298176470588234,-0.058245098039215515,59.0,57.0,2.0,0.5479,0.5667,-0.018799999999999928,0.062029999999999974,0.08083000000000012,-0.01880000000000015
102,0.0,0.0,0.0,0.5660689542483659,0.6249797385620915,-0.05891078431372565,60.0,56.0,4.0,0.8601,0.8634,-0.0032999999999999696,0.28624666666666654,0.2895466666666665,-0.0032999999999999696
103,0.0,0.0,0.0,0.5626,0.6278950980392156,-0.06529509803921563,59.0,56.0,3.0,0.5363,0.5397,-0.0033999999999999586,0.061316666666666686,0.06471666666666664,-0.0033999999999999586
104,0.0,0.0,0.0,0.572845751633987,0.6314918300653595,-0.058646078431372484,60.0,56.0,4.0,0.5692,0.5691,9.999999999998899e-05,0.09596666666666664,0.09586666666666666,9.999999999998899e-05
105,0.0,0.0,0.0,0.5709470588235294,0.6276598039215686,-0.05671274509803925,59.0,55.0,4.0,0.8646,0.8765,-0.01189999999999991,0.31023333333333347,0.3221333333333334,-0.01189999999999991
106,0.0,0.0,0.0,0.5676222222222223,0.6267970588235293,-0.05917483660130707,60.0,56.0,4.0,0.8941,0.8979,-0.0038000000000000256,0.32837000000000016,0.3321700000000001,-0.0037999999999999146
107,0.0,0.0,0.0,0.5602784313725491,0.6291493464052287,-0.06887091503267961,59.0,56.0,3.0,0.8944,0.8944,0.0,0.3222733333333333,0.3222733333333333,0.0
108,0.0,0.0,0.0,0.569390522875817,0.6276875816993464,-0.05829705882352931,59.0,56.0,3.0,0.8698,0.8806,-0.010800000000000032,0.2959466666666668,0.3067466666666667,-0.01079999999999992
109,0.0,0.0,0.0,0.569390522875817,0.6276875816993464,-0.05829705882352931,59.0,56.0,3.0,0.8685,0.8793,-0.01079999999999992,0.2946466666666667,0.30544666666666653,-0.01079999999999981
110,0.0,0.0,0.0,0.5676114379084967,0.6278957516339869,-0.06028431372549026,59.0,55.0,4.0,0.5475,0.5474,9.999999999998899e-05,0.07428000000000001,0.07417999999999991,0.00010000000000010001
111,0.0,0.0,0.0,0.5642980392156862,0.6317732026143791,-0.06747516339869286,59.0,56.0,3.0,0.5626,0.5656,-0.0030000000000000027,0.0893666666666666,0.0923666666666666,-0.0030000000000000027
112,0.0,0.0,0.0,0.5696375816993464,0.6278555555555555,-0.05821797385620908,59.0,56.0,3.0,0.8704,0.8835,-0.0131,0.2965466666666666,0.30964666666666685,-0.013100000000000223
113,0.0,0.0,0.0,0.5696375816993464,0.6278555555555555,-0.05821797385620908,59.0,56.0,3.0,0.8704,0.8835,-0.0131,0.2965466666666666,0.30964666666666685,-0.013100000000000223
114,0.0,0.0,0.0,0.569390522875817,0.6276875816993464,-0.05829705882352931,59.0,56.0,3.0,0.8698,0.8806,-0.010800000000000032,0.2959466666666668,0.3067466666666667,-0.01079999999999992
115,0.0,0.0,0.0,0.573828431372549,0.6323823529411764,-0.058553921568627376,59.0,56.0,3.0,0.5716,0.5714,0.00019999999999997797,0.0983666666666666,0.09816666666666674,0.00019999999999986695
116,0.0,0.0,0.0,0.5661339869281046,0.6251928104575164,-0.05905882352941183,60.0,56.0,4.0,0.9098,0.9097,0.00010000000000010001,0.34343333333333337,0.3433333333333334,9.999999999998899e-05
117,0.0,0.0,0.0,0.5696375816993464,0.6297519607843137,-0.06011437908496731,59.0,55.0,4.0,0.8704,0.8702,0.00019999999999997797,0.2965466666666666,0.29634666666666665,0.00019999999999997797
118,0.0,0.0,0.0,0.5661339869281046,0.6251928104575164,-0.05905882352941183,60.0,56.0,4.0,0.8985,0.8984,9.999999999998899e-05,0.3327700000000001,0.33267000000000013,9.999999999998899e-05
119,0.0,0.0,0.0,0.5717055555555556,0.6303767973856208,-0.058671241830065224,59.0,55.0,4.0,0.552,0.5618,-0.00979999999999992,0.0705900000000001,0.08039000000000002,-0.00979999999999992
120,0.0,0.0,0.0,0.5657267973856208,0.6250104575163398,-0.05928366013071895,60.0,56.0,4.0,0.8992,0.899,0.00019999999999997797,0.32690666666666657,0.3267066666666667,0.00019999999999986695
121,0.0,0.0,0.0,0.5657267973856208,0.6250104575163398,-0.05928366013071895,60.0,56.0,4.0,0.9066,0.9065,9.999999999998899e-05,0.3308066666666668,0.3307066666666668,9.999999999998899e-05
122,0.0,0.0,0.0,0.5690245098039216,0.6288964052287581,-0.05987189542483651,59.0,55.0,4.0,0.8808,0.8807,9.999999999998899e-05,0.30500666666666665,0.30490666666666677,9.999999999987796e-05
123,0.0,0.0,0.0,0.5696375816993464,0.6278555555555555,-0.05821797385620908,59.0,56.0,3.0,0.8704,0.8835,-0.0131,0.2965466666666666,0.30964666666666685,-0.013100000000000223
124,0.0,0.0,0.0,0.5664725490196079,0.6279836601307188,-0.06151111111111096,60.0,56.0,4.0,0.8634,0.8815,-0.018100000000000005,0.29767,0.3157700000000001,-0.018100000000000116
125,0.0,0.0,0.0,0.5626503267973857,0.6310673202614379,-0.06841699346405217,59.0,57.0,2.0,0.5437,0.5497,-0.006000000000000005,0.07011333333333347,0.07611333333333326,-0.005999999999999783
126,0.0,0.0,0.0,0.5664666666666667,0.6279836601307188,-0.06151699346405215,60.0,56.0,4.0,0.8926,0.8815,0.011099999999999999,0.3268700000000001,0.3157700000000001,0.011099999999999999
127,0.0,0.0,0.0,0.5675604575163398,0.6253467320261438,-0.057786274509804,60.0,56.0,4.0,0.886,0.8979,-0.011900000000000022,0.3131400000000001,0.3250400000000001,-0.011900000000000022
